date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:32:41	46804/46804	---M--	200	added ('OK')	image/webp	etag:%2223837faa30a2bd054a215b5c4e492d64-ssl%22	https://fibroid-solutions.netlify.app/img/testimo.webp	C:/My%20Web%20Sites/FIBROCURE%20TAP/fibroid-solutions.netlify.app/img/testimo.webp	(from https://fibroid-solutions.netlify.app/?gad_source=1&gad_campaignid=22635596819&gclid=EAIaIQobChMI39eVjJjYjQMVzwUGAB3djB8aEAAYASAAEgJTIPD_BwE)
17:32:42	50366/50366	---M--	200	added ('OK')	image/webp	etag:%22fe2c964a11a9361f8d2f8d12b8a9b682-ssl%22	https://fibroid-solutions.netlify.app/img/testimon.webp	C:/My%20Web%20Sites/FIBROCURE%20TAP/fibroid-solutions.netlify.app/img/testimon.webp	(from https://fibroid-solutions.netlify.app/?gad_source=1&gad_campaignid=22635596819&gclid=EAIaIQobChMI39eVjJjYjQMVzwUGAB3djB8aEAAYASAAEgJTIPD_BwE)
17:32:43	56546/56546	---M--	200	added ('OK')	image/webp	etag:%22e2a47986ce741f0e02cef7283eefb723-ssl%22	https://fibroid-solutions.netlify.app/img/testimony.webp	C:/My%20Web%20Sites/FIBROCURE%20TAP/fibroid-solutions.netlify.app/img/testimony.webp	(from https://fibroid-solutions.netlify.app/?gad_source=1&gad_campaignid=22635596819&gclid=EAIaIQobChMI39eVjJjYjQMVzwUGAB3djB8aEAAYASAAEgJTIPD_BwE)
17:32:44	28382/28382	---M--	200	added ('OK')	image/webp	etag:%22399ae78d5a597299db50a8696cf7b5f5-ssl%22	https://fibroid-solutions.netlify.app/img/testimonial.webp	C:/My%20Web%20Sites/FIBROCURE%20TAP/fibroid-solutions.netlify.app/img/testimonial.webp	(from https://fibroid-solutions.netlify.app/?gad_source=1&gad_campaignid=22635596819&gclid=EAIaIQobChMI39eVjJjYjQMVzwUGAB3djB8aEAAYASAAEgJTIPD_BwE)
17:32:45	42311/42311	---M--	200	added ('OK')	image/jpeg	etag:%22d2c8fea4e851551c89bd1dc46b60c256-ssl%22	https://fibroid-solutions.netlify.app/img/ab.jpg	C:/My%20Web%20Sites/FIBROCURE%20TAP/fibroid-solutions.netlify.app/img/ab.jpg	(from https://fibroid-solutions.netlify.app/?gad_source=1&gad_campaignid=22635596819&gclid=EAIaIQobChMI39eVjJjYjQMVzwUGAB3djB8aEAAYASAAEgJTIPD_BwE)
17:32:46	47922/47922	---M--	200	added ('OK')	image/png	etag:%22d646e786d20189b2238b7a91f13f8807-ssl%22	https://fibroid-solutions.netlify.app/img/Screenshot.png	C:/My%20Web%20Sites/FIBROCURE%20TAP/fibroid-solutions.netlify.app/img/Screenshot.png	(from https://fibroid-solutions.netlify.app/?gad_source=1&gad_campaignid=22635596819&gclid=EAIaIQobChMI39eVjJjYjQMVzwUGAB3djB8aEAAYASAAEgJTIPD_BwE)
17:32:46	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1748359414-ssl-df	https://fibroid-solutions.netlify.app/img/p.png	C:/My%20Web%20Sites/FIBROCURE%20TAP/fibroid-solutions.netlify.app/img/p.f.delayed	(from https://fibroid-solutions.netlify.app/?gad_source=1&gad_campaignid=22635596819&gclid=EAIaIQobChMI39eVjJjYjQMVzwUGAB3djB8aEAAYASAAEgJTIPD_BwE)
17:32:47	73026/73026	---M--	200	added ('OK')	image/jpeg	etag:%22bb56b5bc58d23b5519b438c0e9954d9e-ssl%22	https://fibroid-solutions.netlify.app/img/abcd.jpg	C:/My%20Web%20Sites/FIBROCURE%20TAP/fibroid-solutions.netlify.app/img/abcd.jpg	(from https://fibroid-solutions.netlify.app/?gad_source=1&gad_campaignid=22635596819&gclid=EAIaIQobChMI39eVjJjYjQMVzwUGAB3djB8aEAAYASAAEgJTIPD_BwE)
17:32:48	127443/127443	---M--	200	added ('OK')	image/png	etag:%22d8dcba99ce6dcef62642449fa371960d-ssl%22	https://fibroid-solutions.netlify.app/img/www.png	C:/My%20Web%20Sites/FIBROCURE%20TAP/fibroid-solutions.netlify.app/img/www.png	(from https://fibroid-solutions.netlify.app/?gad_source=1&gad_campaignid=22635596819&gclid=EAIaIQobChMI39eVjJjYjQMVzwUGAB3djB8aEAAYASAAEgJTIPD_BwE)
17:32:49	177773/177773	---M--	200	added ('OK')	image/png	etag:%22bc2ca441aff03ba735a81f34f421398d-ssl%22	https://fibroid-solutions.netlify.app/img/qqq.png	C:/My%20Web%20Sites/FIBROCURE%20TAP/fibroid-solutions.netlify.app/img/qqq.png	(from https://fibroid-solutions.netlify.app/?gad_source=1&gad_campaignid=22635596819&gclid=EAIaIQobChMI39eVjJjYjQMVzwUGAB3djB8aEAAYASAAEgJTIPD_BwE)
17:32:50	153332/153332	---M--	200	added ('OK')	image/png	etag:%227be82e412db12832bd035b74c259847f-ssl%22	https://fibroid-solutions.netlify.app/img/t.png	C:/My%20Web%20Sites/FIBROCURE%20TAP/fibroid-solutions.netlify.app/img/t.png	(from https://fibroid-solutions.netlify.app/?gad_source=1&gad_campaignid=22635596819&gclid=EAIaIQobChMI39eVjJjYjQMVzwUGAB3djB8aEAAYASAAEgJTIPD_BwE)
17:32:50	41654/41654	---M--	200	added ('OK')	image/jpeg	etag:%226c9bd2218a0e22be7d53f90426d618b9-ssl%22	https://fibroid-solutions.netlify.app/img/abc.jpg	C:/My%20Web%20Sites/FIBROCURE%20TAP/fibroid-solutions.netlify.app/img/abc.jpg	(from https://fibroid-solutions.netlify.app/?gad_source=1&gad_campaignid=22635596819&gclid=EAIaIQobChMI39eVjJjYjQMVzwUGAB3djB8aEAAYASAAEgJTIPD_BwE)
17:32:51	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1748359414-ssl-df	https://fibroid-solutions.netlify.app/img/user7.jpg	C:/My%20Web%20Sites/FIBROCURE%20TAP/fibroid-solutions.netlify.app/img/user7.15.delayed	(from https://fibroid-solutions.netlify.app/?gad_source=1&gad_campaignid=22635596819&gclid=EAIaIQobChMI39eVjJjYjQMVzwUGAB3djB8aEAAYASAAEgJTIPD_BwE)
17:32:52	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1748359414-ssl-df	https://fibroid-solutions.netlify.app/img/user9.png	C:/My%20Web%20Sites/FIBROCURE%20TAP/fibroid-solutions.netlify.app/img/user9.16.delayed	(from https://fibroid-solutions.netlify.app/?gad_source=1&gad_campaignid=22635596819&gclid=EAIaIQobChMI39eVjJjYjQMVzwUGAB3djB8aEAAYASAAEgJTIPD_BwE)
17:32:52	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	etag:1748359414-ssl-df	https://fibroid-solutions.netlify.app/img/default-avatar.png	C:/My%20Web%20Sites/FIBROCURE%20TAP/fibroid-solutions.netlify.app/img/default-avatar.17.delayed	(from https://fibroid-solutions.netlify.app/?gad_source=1&gad_campaignid=22635596819&gclid=EAIaIQobChMI39eVjJjYjQMVzwUGAB3djB8aEAAYASAAEgJTIPD_BwE)
17:32:53	2652/2652	---M-Z	200	added ('OK')	application/javascript	etag:%22f0ea8ac6c4ae0238ec577241f6a83dbd-ssl-df%22	https://fibroid-solutions.netlify.app/script.js	C:/My%20Web%20Sites/FIBROCURE%20TAP/fibroid-solutions.netlify.app/script.js	(from https://fibroid-solutions.netlify.app/?gad_source=1&gad_campaignid=22635596819&gclid=EAIaIQobChMI39eVjJjYjQMVzwUGAB3djB8aEAAYASAAEgJTIPD_BwE)
